1-0 H_25.40000_179.29412
1239 6.75761 -26.73483
1240 6.73401 -27.75229
1241 2.70162 -16.96334
1243 -0.14674 2.99457
1246 11.67231 -0.58938
1247 -0.25740 -17.22681
1249 0.14570 -24.93973
1250 -0.07528 -29.41604
1251 3.51503 -28.84550
1252 0.06048 -26.37221
1253 0.64615 9.36869
1254 1.78321 10.54099
1259 0.21451 -16.48238
1267 -10.69525 -3.28743
1312 -7.73550 -16.33787
1317 1.30129 1.77979
1320 11.75203 -1.42186
1337 3.27589 -4.89005
1339 2.59204 -5.09633
1350 3.71292 3.53814
1356 -3.08495 -15.55825
1359 -4.31218 -17.88170
1360 3.15312 -23.73641
1361 -0.86761 -23.14076
1362 2.75386 7.36924
1364 1.90099 4.70571
1371 1.75983 9.95871
1372 0.52252 -7.00118
1377 -2.48581 5.94051
1378 -2.90997 -3.14256
1388 -1.10763 -0.19943
1389 -1.37205 -14.00667
1402 -6.01204 -4.14214
1407 -10.10105 -15.87785
1408 2.03341 -23.59665
1410 -4.07897 -15.29719
1426 -2.57256 -4.97866
1437 -2.77135 -9.24975
1465 7.83554 -12.47882
1478 8.88133 -2.08171
1484 2.02386 -6.43741
1485 2.58551 -6.75209
1498 -6.61829 -9.14636
1499 0.92192 8.08543
1565 0.19865 -8.04618
1805 -4.14868 2.15867
1899 2.86925 -5.28025
2456 4.53039 -10.72416
2468 8.58554 -17.19711
2477 10.09177 -16.96734
2479 10.99234 -17.77644
2480 11.07252 -11.55292
2481 10.17654 -16.13757
2482 9.85676 -19.02682
2483 7.98837 -20.33772
2484 10.54292 -13.04329
2486 7.24629 -17.11321
2492 1.73555 -8.93471
2493 4.35986 -2.63141
2494 1.11758 -14.02255
2495 6.84149 -17.42914
2496 4.11457 -2.23592
2498 2.31840 -4.32706
2503 6.49043 -1.45598
2504 7.89936 -13.69084
2506 6.47110 -14.41621
2507 1.79513 6.27505
2509 10.38051 -1.77958
2512 9.71322 -13.99347
2513 4.64265 -3.47156
2515 8.86600 -3.61506
2519 8.29979 -15.99808
2520 6.57702 0.48568
2521 0.26342 -16.88743
2522 8.99883 -15.31776
2523 -9.09935 -0.93874
2524 7.59347 -11.69915
2525 5.43700 -23.52704
2526 6.01912 -0.02581
2527 5.40069 -1.18536
2528 5.43920 -0.75751
2529 8.54154 -5.68240
2530 3.04905 -17.74884
2531 5.85446 -17.87280
2532 6.45646 -20.91959
2534 2.05835 -16.21930
2535 9.14976 -8.10464
2537 5.09481 -8.03906
2538 4.39889 -14.18635
2539 3.16408 -6.18137
2540 4.32017 -8.17992
2541 8.30122 -14.15489
2542 1.45768 -23.93393
2543 6.22294 -12.89550
2544 4.42844 -17.89231
2545 -0.95288 -8.83581
2548 2.47424 -21.70764
2554 2.43746 2.25729
2574 9.35672 -11.51570
2575 10.29286 -18.35711
2585 8.08784 -14.47548
2591 0.41613 5.81186
2602 7.15357 -4.14772
2603 8.56427 -0.23910
2604 5.75097 -18.17824
2606 8.57468 -7.82693
2609 8.29979 -15.99808
2611 -7.30983 -2.82726
2614 3.80821 -19.45252
2615 5.73882 -2.35235
2616 9.04314 -11.86192
2636 6.45011 -24.59666
2641 5.07938 -18.97120
2642 9.16298 -14.12535
2643 9.60011 -8.05329
2644 -8.05410 -16.87225
2645 5.43700 -23.52704
2646 -7.82575 -17.14761
2647 -0.85529 -14.17978
2648 3.84274 -22.74424
2649 2.86451 -25.62519
2650 3.62209 -28.16340
2651 -1.81512 -8.54352
2749 -2.78933 5.77340
2750 7.88093 -0.76382
2751 0.86713 8.81198
2752 0.98318 -15.27783
2753 -2.26050 7.76400
2756 6.08932 -21.09436
2757 11.82411 -0.16326
2758 -3.15167 4.38279
2759 0.82557 11.58094
2760 10.90765 -0.61240
2761 -1.87083 -15.38479
2762 -10.75354 -24.81396
2763 1.58738 -26.45080
2926 1.47989 -6.28096
2927 6.39398 -2.46705
2928 4.72011 -0.29076
2929 3.96331 -17.34552
2930 0.23743 -7.18298
2932 -4.89523 12.44656
2933 6.91185 -3.34473
2935 -4.88299 13.09704
2936 -1.77662 12.69601
2937 -0.69980 0.52726
2938 -1.77662 12.69601
2943 -3.96793 12.58662
2974 8.07310 -2.54563
2975 5.87768 -7.93870
2978 -4.14868 2.15867
2979 -3.92808 -5.93470
2980 9.94729 -19.36917
2981 -2.36980 5.45689
2982 8.47872 2.16328
2983 -4.13676 -16.21720
2984 -3.33122 1.61390
2986 7.83256 -1.74301
2987 5.44687 -13.14693
2988 -2.48327 -21.34597
2989 -4.03188 3.53126
2990 -7.81096 -4.16001
2991 3.80032 -7.94622
2995 -1.51151 8.73400
2996 8.79119 -1.53113
2997 -10.20813 -0.59549
3002 2.57249 7.84011
3005 -10.36702 -14.29132
3007 -2.16857 -4.87003
3009 -9.49220 -2.99272
3011 -9.49220 -2.99272
3012 7.89089 3.39447
3016 1.19887 10.41689
3018 5.65831 1.81378
3019 -1.76643 -8.86853
3020 -6.24400 -9.79167
3023 -7.45876 -14.99210
3024 -2.33518 13.75118
3025 -0.10787 -21.99483
3026 -3.36810 12.55089
3027 -3.97498 -1.76116
3028 -8.67700 1.07406
3029 -9.31009 -0.40327
3030 -12.28003 12.72515
3031 -7.79748 -10.52426
3032 -10.43678 -2.08497
3033 -4.89523 12.44656
3034 8.18357 6.59920
3035 -6.20799 -23.83932
3036 9.13723 3.58051
3037 -3.05479 6.82615
3038 -0.22729 -4.39573
3039 -3.65731 18.49428
3040 6.32198 8.73239
3041 7.01297 -20.54156
3042 0.98593 -20.76217
3043 9.25257 6.61067
3044 -9.06283 -11.14952
3045 1.32496 12.92046
3046 -7.69547 4.63692
3047 -10.97900 6.04156
3048 -10.60491 1.89652
3053 -4.48828 13.43733
3054 8.23393 5.62860
3058 -9.44581 5.22706
3063 -8.36599 -7.41049
3094 -10.69331 -3.90380
3095 4.70720 12.97492
3096 -10.11012 13.50688
3097 1.53741 13.19046
3098 -9.41325 12.38707
3099 -7.51668 12.04722
3100 -7.19754 -7.59502
3101 -8.84962 11.26141
3102 -10.11696 10.86061
3103 -3.63876 -2.10152
3104 -10.56951 8.81535
3105 9.98616 0.36906
3106 5.74769 11.66900
3107 7.46171 12.47449
3108 3.61380 10.95664
3109 6.20352 14.70192
3110 -9.12924 8.43247
3111 5.04727 15.67266
3112 -3.03078 15.20891
3113 0.22587 14.25970
3114 -9.61585 21.35797
3116 -7.25553 13.99531
3117 10.74287 -13.98163
3118 -5.57798 9.00784
3119 7.69991 12.99407
3120 -9.81412 9.01389
3121 -3.27027 -0.83779
3127 -1.72950 13.34447
3131 -6.76252 13.05789
3132 -10.25363 4.87212
3141 -0.52514 1.75967
3142 -1.94846 12.16877
3143 -3.12947 -22.53714
3144 -5.25406 -6.13522
3145 9.23158 4.61341
3146 -2.45411 -20.75813
3147 -3.99725 -0.99140
3148 10.33491 0.08950
3149 -6.28526 -17.69510
3150 -3.63098 14.93224
3151 -10.99487 -2.38032
3152 2.38248 -28.30853
3153 11.91100 2.82890
3154 -5.91394 17.77230
3155 -4.47464 20.35652
3156 2.96882 4.95942
3157 -10.71124 -16.50375
3158 -9.10530 0.93521
3159 -5.96612 2.58813
3161 -5.02563 5.50917
3162 -5.38001 -25.07638
3163 -8.10998 -25.23052
3164 11.71216 6.85522
3165 -1.40327 -28.24401
3166 -8.18632 7.28898
3167 12.33196 -9.37584
3168 -11.23094 -2.89652
3169 -7.95879 14.89843
3170 -0.62486 -1.70448
3171 -7.17802 -17.14802
3172 -11.11126 -14.10752
3173 -2.40302 -6.19903
3174 -4.95388 -14.92301
3175 5.75775 5.99464
3176 6.04475 -6.98022
3177 -7.03583 -9.84027
3178 -11.57972 13.41858
3179 -11.39884 -17.28841
3180 -12.07554 -9.59026
3181 -0.74582 -10.99900
3182 -9.04051 -24.24054
3183 -4.17343 -11.05323
3184 0.91652 -2.02443
3185 -10.18332 -13.05812
3186 -10.51902 -16.74689
3188 -3.80843 20.70859
3189 -0.99651 1.95025
3190 -11.78364 -12.98084
3191 0.63482 -3.98576
3192 0.20416 -10.58594
3193 0.36651 12.85004
3194 7.46324 2.89486
3195 -12.17604 12.30264
3196 -5.09137 -6.55803
3197 -5.85795 -15.20014
3198 -4.43732 -19.52733
3199 3.80764 3.18635
3200 -1.25073 -28.92961
4205 6.34492 7.47996
4206 -3.93576 -25.10420
4207 9.62999 6.40124
4208 -9.41861 -11.98015
4209 -6.79847 5.22579
4210 -8.02061 -8.19799
4211 -9.45430 -5.30788
4212 1.54331 13.50410
4213 -1.87571 16.26944
4214 -5.32299 9.54454
4215 -5.02263 8.69538
4216 9.52800 11.23397
4218 -2.45518 15.79092
4219 1.83304 -22.03647
4220 -0.71708 10.81906
4221 -0.03805 13.81048
4222 -3.41719 9.12522
4223 -5.03994 20.56285
4224 -5.79681 20.02003
4226 -9.58567 5.68524
4227 -10.51831 -10.22500
4246 -11.04066 -24.19636
4257 3.81049 1.55792
-99
1-13 H_25.40000_54.95346
1001 6.00913 -4.45665
1072 9.82630 -5.12564
1073 1.18144 -12.32219
1074 7.26023 -11.69874
1077 9.98379 -7.77548
1078 6.12386 -10.48642
1079 -2.41155 -15.65854
1080 -0.52680 -10.27377
1081 6.45142 -17.57919
1082 11.61517 -17.43113
1084 -9.12590 -1.68900
1086 -1.23967 2.88285
1087 2.70462 5.04808
1088 0.61315 -16.79062
1089 7.13887 -18.50403
1090 1.48400 -17.27419
1091 2.51926 -18.39047
1092 3.00164 -15.92172
1093 -1.98057 -19.57075
1094 9.70957 -5.48219
1095 8.49289 1.22408
1096 5.02992 -15.22477
1097 4.41575 -15.58510
1098 11.58889 -11.26742
1100 9.91911 -12.59437
1101 2.63077 -14.65965
1102 -1.12289 -6.22244
1103 5.84161 -10.08186
1104 2.58336 -16.61552
1105 10.49406 -6.27599
1106 6.66789 -18.89064
1107 8.73456 -2.45309
1108 10.81447 -10.43885
1109 -6.03430 -2.08297
1110 -6.10884 -1.17404
1111 -4.38218 -5.76206
1112 6.31693 -12.69619
1113 2.75584 1.76181
1114 -2.78548 3.83713
1116 -6.19599 -3.56207
1117 3.28897 5.84781
1118 -0.08289 -5.50582
1119 -2.00927 4.20167
1120 -0.71292 -14.88223
1121 0.94694 -17.60949
1125 0.98140 -10.76595
1126 -7.78414 -4.44941
1127 0.52918 -11.45480
1128 4.16342 -10.34751
1129 7.01378 -20.27498
1130 -7.83616 -0.29800
1131 2.48614 -10.94425
1132 4.82858 -13.37408
1133 -2.93242 -8.33728
1134 3.12266 -8.06471
1135 -6.82702 0.25221
1136 -1.08444 -7.86053
1137 4.79842 -11.04184
1138 2.63417 -9.94730
1139 7.51039 0.75362
1140 -7.41899 -0.08678
1142 5.96756 -7.90018
1143 4.77248 -12.53478
1144 4.53438 -11.36892
1145 9.03498 -2.82447
1146 3.78532 -6.24971
1148 6.23117 -5.72033
1149 7.55141 -17.67825
1150 0.43686 -17.50902
1155 -2.47609 -20.67272
1156 10.29760 -21.24468
1157 9.68788 -21.22975
1158 6.62670 -22.28456
1159 8.88649 -22.86351
1160 10.62210 -19.83464
1162 -1.55612 -8.11017
1163 -2.04094 -19.29956
1164 5.07825 -26.08941
1165 -0.14085 -2.21489
1166 8.84843 -23.58733
1167 -0.78381 -18.66220
1168 3.10820 -1.45271
1170 10.33075 -21.96174
1171 10.31306 -20.92127
1172 -2.37277 -7.47214
1173 10.96132 -19.00430
1174 11.75127 -19.98705
1183 -6.32351 -22.72914
1184 -0.28991 -11.38719
1185 7.20236 -13.78207
1188 7.60363 -21.89670
1189 3.48947 -25.94283
1190 8.82440 -19.78085
1194 10.76320 -23.86664
1195 -3.58510 -23.43810
1196 3.81201 -22.75618
1197 3.48656 -23.97139
1198 -9.18128 -3.74867
1199 9.39551 -24.53939
1200 -0.70800 -3.39009
1201 -6.88342 -4.44873
1202 -7.39634 -0.45805
1203 9.28342 -26.15222
1204 -0.43103 -18.99082
1211 0.83411 -24.89165
1215 10.67056 0.69990
1216 -7.58696 -1.02915
1217 6.69538 -7.75322
1219 10.33353 -2.35137
1220 7.50314 -19.98125
1221 5.16253 -19.15959
1222 7.29839 -24.45091
1223 -0.88068 -2.69348
1224 8.40486 -25.36359
1225 1.13608 -25.64736
1227 -3.52566 -22.20216
1229 7.69754 -23.64464
1230 11.51870 -15.02645
1232 -0.43243 -22.04368
1233 10.36254 -2.80321
1239 7.02942 -24.97834
1240 7.22485 -25.91957
1241 3.00164 -15.92172
1243 -0.04344 2.53440
1245 6.09444 -11.10295
1246 10.46382 -0.70173
1247 0.31743 -16.18341
1255 0.14717 -3.98828
1259 0.67659 -15.45240
1286 -4.68202 0.95226
1288 6.82371 -1.25007
1312 -6.73966 -15.36859
1320 10.59643 -1.49108
1337 3.09388 -4.73520
1339 2.50719 -4.92998
1356 -2.38652 -14.62999
1359 -3.42201 -16.78555
1360 3.63354 -22.18883
1361 -0.13828 -21.66446
1362 2.68915 6.56853
1364 1.83145 4.13969
1377 -2.21242 5.26448
1378 -2.87401 -3.11382
1389 -0.86116 -13.19237
1394 -1.67042 3.45421
1402 -5.54283 -4.03900
1408 2.58177 -22.09083
1410 -3.35598 -14.34326
1425 -5.10148 0.15994
1426 -2.27838 -4.81581
1437 -2.44917 -8.75165
1465 7.59412 -11.74662
1478 7.99695 -2.10291
1484 1.96975 -6.17860
1485 2.52083 -6.44908
1565 0.22266 -7.64630
1805 -3.70291 1.76246
2443 10.56783 -12.31079
2468 8.48752 -16.11074
2469 4.88223 -4.74164
2471 11.72596 -15.31494
2476 10.18930 -20.48013
2477 9.80817 -15.87819
2478 4.33797 -19.03080
2479 10.69981 -16.64201
2480 10.50499 -10.89166
2481 9.87267 -15.10445
2482 9.74081 -17.81595
2483 8.03943 -19.07190
2484 10.06222 -12.24770
2486 7.22435 -16.04212
2493 3.81088 -2.62660
2495 6.77311 -16.43943
2496 3.58811 -2.26304
2503 5.79667 -1.50041
2504 7.64182 -12.90170
2506 6.39454 -13.52017
2507 1.76591 5.57431
2509 9.37883 -1.82091
2511 10.24559 -19.82711
2512 9.32412 -13.12251
2513 4.16515 -3.39149
2515 8.05710 -3.50585
2519 8.13519 -14.99921
2520 5.71064 0.24372
2521 0.74365 -15.82430
2522 8.74537 -14.35429
2524 7.32096 -11.02937
2525 5.75668 -21.97600
2526 5.26108 -0.21205
2527 4.76010 -1.27395
2528 4.79712 -0.89540
2529 7.82305 -5.45726
2530 3.34309 -16.64983
2531 5.94528 -16.73660
2534 2.35861 -15.22580
2535 8.58164 -7.69583
2537 4.84546 -7.66593
2538 4.43343 -13.32108
2539 3.02692 -5.90147
2540 4.09230 -7.79526
2541 8.03814 -13.26435
2542 2.05914 -22.33669
2543 6.07037 -12.12671
2544 4.64477 -16.76595
2546 -0.97919 2.84440
2548 3.00960 -20.40438
2554 2.37403 1.89897
2574 8.95722 -10.86962
2575 10.09828 -17.16480
2582 10.93750 -23.43038
2585 7.86878 -13.58561
2602 6.47333 -4.01929
2603 7.53220 -0.39271
2604 5.89722 -17.04054
2606 8.05948 -7.43113
2609 8.13519 -14.99921
2611 -6.92983 -2.81414
2612 -2.18839 3.07694
2614 4.11691 -18.24567
2615 5.05792 -2.35856
2616 8.66468 -11.15477
2636 6.74053 -22.97640
2640 12.33434 -14.20361
2641 5.31324 -17.76548
2642 8.81586 -13.24047
2644 -6.72403 -15.89020
2645 5.75668 -21.97600
2647 -0.41870 -13.34232
2648 4.27274 -21.24263
2650 4.31080 -26.31722
2651 -1.55612 -8.11017
2652 4.41575 -15.58510
2750 7.01780 -0.89145
2752 1.33582 -14.36078
2756 6.31573 -19.70434
2757 10.63394 -0.29962
2758 -2.78548 3.83713
2759 0.89331 10.48394
2761 -1.28903 -14.44311
2764 1.55836 10.06965
2926 1.46236 -6.02804
2927 5.72979 -2.45750
2928 4.16102 -0.45734
2929 4.18561 -16.26655
2930 0.34231 -6.85042
2931 0.17610 -0.40619
2932 -5.07643 11.33307
2933 6.16631 -3.25724
2935 -5.28081 11.89431
2936 -2.30134 11.52354
2938 -2.30134 11.52354
2939 -0.24610 12.54464
2943 -4.32367 11.40208
2973 -3.05824 11.52307
2974 7.26278 -2.55545
2975 5.59183 -7.54663
2978 -3.70291 1.76246
2979 -3.55908 -5.73569
2980 9.83032 -18.12877
2981 -2.09149 4.83132
2982 7.42795 1.80499
2983 -3.38483 -15.24297
2984 -2.90246 1.28529
2986 6.98024 -1.80941
2987 5.35916 -12.35112
2988 -1.72767 -19.99775
2989 -3.58724 3.02713
2990 -7.36306 -4.04592
2991 3.62238 -7.51453
2995 -1.15300 7.90855
2996 7.86396 -1.59781
2998 -6.60726 -1.60636
3007 -1.89740 -4.70278
3009 -8.94277 -2.97413
3012 6.83841 3.01758
3024 -2.89314 12.46993
3025 0.53577 -20.63105
3026 -3.72566 11.40554
3027 -3.87297 -1.80039
3029 -8.88424 -0.55699
3030 -12.37877 11.46614
3031 -6.95727 -9.87097
3033 -5.07643 11.33307
3034 6.82004 5.72408
3037 -2.71038 6.13174
3038 -0.14855 -4.23503
3039 -4.14065 16.89737
3043 7.80031 5.90135
3048 -10.29704 1.53368
3049 -3.54751 16.38862
3050 8.34445 3.00684
3051 -7.37857 11.76961
3052 -0.38993 -3.05430
3053 -4.82746 12.20407
3054 7.08520 4.98255
3055 -11.54309 5.63861
3056 -0.52373 12.21310
3057 6.46269 4.80418
3058 -9.36813 4.55774
3087 -12.17865 4.44579
3095 3.48968 11.78124
3097 0.47975 11.97582
3098 -9.51148 11.22258
3099 -7.78069 10.92431
3100 -6.52014 -7.26132
3101 -9.00420 10.19698
3102 -10.14324 9.80751
3103 -3.46181 -2.12053
3104 -10.48365 7.93763
3105 8.85933 0.16802
3106 4.45116 10.56516
3107 5.94819 11.31071
3109 4.76430 13.34154
3110 -9.15705 7.54820
3111 3.74347 14.38433
3114 -9.71045 19.48013
3115 -7.99244 -4.81704
3117 10.26539 -13.12957
3118 -5.88509 8.13390
3119 6.15173 11.79545
3120 -9.86385 8.16060
3121 -3.29177 -0.95551
3122 5.45731 8.98943
3123 4.39288 8.69738
3124 1.21063 1.53673
3125 -8.44008 11.68137
3141 -0.33178 1.41798
3142 -2.47577 11.04075
3143 -2.24778 -21.06413
3144 -4.84069 -5.91772
3145 7.95578 4.05883
3146 -1.68340 -19.48755
3147 -3.96171 -1.10251
3148 9.18895 -0.11742
3149 -5.34971 -16.66181
3150 -4.06856 13.65916
3151 -10.48698 -2.41201
3152 3.17388 -26.45011
3153 10.54938 2.43055
3154 -6.16868 16.17892
3155 -4.85777 18.65829
3156 2.74906 4.36609
3157 -9.47718 -15.55675
3158 -8.75169 0.70295
3159 -5.33411 2.10119
3160 -7.84724 12.21664
3161 -5.34430 4.89793
3162 -4.32709 -23.42088
3163 -6.72699 -23.88831
3164 10.13739 6.08228
3165 -0.27352 -26.37245
3166 -8.15571 6.54888
3167 11.59212 -8.85442
3168 -10.62677 -2.93986
3169 -5.33983 13.47633
3170 -0.47212 -1.80555
3171 -6.22227 -16.11548
3172 -9.76249 -13.36367
3174 -4.45080 -14.04284
3182 -7.59586 -22.77394
3191 0.66102 -4.09883
3201 10.53724 5.64632
3202 10.63394 -0.29962
3203 10.91829 3.91218
3204 10.86274 4.56722
3205 10.66403 5.15090
3206 -1.08642 3.54785
3207 -7.54054 3.34878
3208 -3.46755 -9.39397
3210 -0.79693 -19.92008
3211 -1.86394 12.10615
3212 1.98232 7.71896
3213 8.61782 3.40403
3214 -7.26272 9.30759
3215 -5.33571 -23.17991
3216 11.98032 -1.84453
3217 -12.08192 -14.66489
3218 -6.10050 -14.84215
3219 -5.20141 7.55759
3220 0.66391 -0.75094
3221 -5.24056 10.84952
3222 -2.71092 -19.24587
3223 -5.44745 -18.79989
3224 -3.57718 14.46085
3225 -2.86861 -10.00260
3226 -6.40650 -21.58959
3227 1.90051 12.56650
3228 -1.10735 -24.43814
4204 -5.88175 -9.91441
4207 8.26759 5.80836
4210 -7.31463 -7.74328
4214 -5.65741 8.61808
4215 -5.33977 7.92550
4216 7.91997 10.19348
4217 -5.14440 8.64256
4218 -3.04737 14.37717
4219 2.32464 -20.39533
4220 -0.45439 9.87204
4221 -0.76429 12.53208
4222 -3.76867 8.17270
4223 -5.30399 18.81714
4224 -6.05862 18.30435
4228 0.26940 11.72072
4229 -6.60573 -11.02568
4230 -6.97922 7.00097
4231 -4.91866 -13.22121
4233 -2.81883 4.27026
4234 -0.01673 -25.74200
4240 7.56424 6.12637
4261 -4.20126 7.14826
4271 0.54933 8.67693
4335 -4.18628 -16.24425
-99
1-14 H_25.40000_58.26713
1001 6.59043 -6.22796
1067 3.32213 -18.88565
1072 10.68945 -6.98376
1073 1.48156 -15.03987
1077 11.07741 -9.95216
1078 6.87710 -12.97003
1079 -2.45844 -18.74262
1081 7.60916 -20.91038
1083 3.21856 -1.16229
1084 -10.60330 -3.15234
1085 3.42605 -0.02845
1087 2.87679 4.30253
1088 1.09932 -19.96431
1089 8.45327 -21.84367
1090 2.09605 -20.52805
1091 3.29218 -21.67720
1092 3.67842 -19.01627
1093 -1.79478 -23.07131
1094 10.51550 -7.37678
1095 8.86022 0.06833
1096 5.89588 -18.23826
1097 5.22024 -18.61801
1099 1.50611 -7.08552
1100 11.14308 -15.28727
1101 3.20191 -17.59880
1102 -1.34064 -8.23269
1104 3.24797 -19.78215
1105 11.31280 -8.21315
1106 7.86201 -22.30694
1107 9.14323 -4.04437
1109 -7.21792 -3.65264
1110 -7.31189 -2.62098
1111 -5.19894 -7.68202
1112 7.21290 -15.43754
1113 2.94521 0.77436
1115 -1.61190 -1.18644
1116 -6.96083 -5.20708
1117 3.45785 5.10730
1118 -0.34538 -7.39033
1119 -2.31051 3.32553
1120 -0.56237 -17.85111
1121 1.47538 -20.91816
1122 -3.63452 -28.72770
1123 2.42043 -22.30803
1124 -0.20192 -16.60610
1125 1.15744 -13.29843
1126 -8.95046 -6.34538
1127 0.74956 -14.01610
1128 4.75739 -12.77424
1129 8.34191 -23.83807
1130 -9.27917 -1.62488
1132 5.54982 -16.15584
1133 -3.33090 -10.54577
1135 -8.18188 -1.04962
1136 -1.28560 -10.03530
1138 2.95382 -12.41640
1139 7.82426 -0.39184
1140 -8.87146 -1.41161
1141 1.94269 2.29230
1142 6.56426 -10.10923
1143 5.41418 -15.24846
1144 5.17020 -13.92979
1145 9.56055 -4.45162
1146 3.99678 -8.25261
1147 8.96572 -12.44870
1148 6.72555 -7.61400
1149 8.87171 -21.01487
1150 0.90626 -20.80157
1151 4.43210 -28.67325
1153 0.65633 -28.09876
1154 1.30395 0.35839
1155 -2.21774 -24.42479
1156 12.03082 -24.88640
1157 11.31690 -24.91163
1159 10.47803 -26.72743
1160 12.36422 -23.31289
1162 -1.71837 -10.30656
1165 -0.24190 -3.70538
1166 10.64096 -27.45693
1167 -0.39925 -22.06298
1168 3.21523 -2.95037
1169 3.77328 -27.49192
1171 11.98147 -24.49390
1172 -2.76260 -9.59524
1175 -0.00991 -6.50420
1176 -6.29848 -23.45829
1177 -3.08780 -24.05332
1179 -2.54846 -22.74740
1180 3.77651 -21.53083
1181 -2.78397 5.96078
1182 -8.36734 -16.54689
1183 -6.27491 -26.58280
1184 -0.13735 -13.99119
1185 8.19185 -16.60925
1186 -8.65735 -16.35615
1188 9.07273 -25.64837
1190 10.39400 -23.29145
1191 6.09231 -16.35811
1192 3.49429 -14.68187
1193 10.31307 -11.77457
1196 4.91330 -26.61455
1197 4.51762 -27.99894
1198 -10.66660 -5.46678
1200 -0.92112 -5.13661
1201 -7.90242 -6.27200
1202 -8.77692 -1.83111
1204 -0.02995 -22.44595
1206 0.04093 -3.04947
1212 -6.40891 -2.62258
1213 8.20527 -23.18541
1214 -2.02275 -8.67394
1215 11.26301 -0.48366
1216 -9.04037 -2.44893
1217 7.36649 -9.95226
1218 0.95404 7.99978
1219 10.97419 -3.88257
1220 8.94642 -23.46528
1221 6.25598 -22.64618
1223 -1.12718 -4.34921
1227 -3.30573 -26.00575
1229 9.13994 -27.63021
1231 0.93791 -17.68089
1233 11.05993 -4.38349
1235 10.09194 -10.18070
1241 3.67842 -19.01627
1244 3.94473 -15.71453
1245 6.80115 -13.66871
1246 11.06167 -2.07297
1248 2.15552 -28.13957
1254 1.66758 9.28166
1256 -3.94675 -15.63102
1257 3.29240 3.08308
1259 1.03918 -18.47973
1260 -2.20043 -22.28704
1261 -0.85871 -23.53340
1262 1.11175 3.22914
1263 -1.55640 -24.33533
1267 -11.56294 -4.91157
1284 -2.76800 0.03311
1286 -5.27882 -0.29140
1303 -2.92107 -15.43927
1312 -7.14598 -18.39684
1314 -3.21214 5.09898
1320 11.32169 -2.94369
1337 3.31527 -6.55150
1340 1.89056 0.81344
1356 -2.44659 -17.53831
1359 -3.54465 -20.09090
1360 4.62469 -25.99580
1361 0.45397 -25.32721
1362 2.84759 5.97269
1364 1.88922 3.28334
1371 1.78055 8.71449
1377 -2.55967 4.51457
1378 -3.63309 -4.76133
1388 -1.10798 -1.73597
1402 -6.79915 -5.77328
1408 3.43368 -25.84929
1409 -6.64779 -0.27050
1410 -3.52161 -17.26764
1411 6.59612 -18.87647
1425 -6.26514 -1.10914
1426 -2.63897 -6.63888
1437 -2.80691 -11.01056
1438 -2.54725 -7.54587
1442 -0.14618 -2.40162
1465 8.55190 -14.31703
1478 8.38209 -3.62239
1484 2.09576 -8.14309
1485 2.66358 -8.45818
1565 0.21657 -9.75589
1805 -4.13904 0.62314
1899 2.94349 -6.94429
2443 11.86049 -14.96595
2468 9.76336 -19.20376
2477 11.21185 -18.93854
2478 5.34388 -22.42505
2479 12.32485 -19.78779
2480 11.83585 -13.37468
2481 11.28000 -18.07213
2482 11.33090 -21.08398
2483 9.50486 -22.50654
2484 11.30734 -14.90375
2493 3.85264 -4.19905
2495 7.87096 -19.47113
2496 3.63377 -3.82782
2497 10.66570 -16.72110
2499 8.78405 -4.79043
2503 5.95987 -2.93653
2507 1.85433 4.90492
2509 9.75354 -3.31126
2511 11.91096 -23.33306
2512 10.54357 -15.89323
2513 4.33725 -5.04826
2519 9.30899 -17.96717
2520 5.79565 -0.96997
2521 1.10046 -18.88045
2522 9.92263 -17.24489
2523 -10.25182 -2.55989
2524 8.19620 -13.56167
2525 6.97356 -25.75710
2526 5.23721 -1.54032
2527 4.73010 -2.70890
2528 4.75872 -2.26622
2529 8.48351 -7.30726
2530 4.14547 -19.80593
2531 7.02765 -19.90258
2535 9.39776 -9.83098
2539 3.26896 -7.84300
2540 4.44308 -9.93332
2541 9.15299 -16.03842
2543 6.87992 -14.74334
2544 5.66330 -19.91280
2545 -0.90224 -10.58843
2548 3.84359 -23.92782
2554 2.54787 0.75792
2562 3.86764 5.60787
2574 10.05555 -13.52057
2575 11.62416 -20.34153
2581 7.29251 -17.24883
2584 0.29290 -8.37752
2585 8.91710 -16.38616
2591 0.56441 4.42048
2602 6.92146 -5.73751
2603 7.87588 -1.76195
2604 6.97874 -20.24647
2606 8.82474 -9.52321
2609 9.30899 -17.96717
2611 -8.16510 -4.41835
2614 5.04418 -21.58129
2615 5.14625 -3.90015
2616 9.69369 -13.71782
2636 8.05297 -26.90380
2641 6.34602 -21.05362
2642 10.00294 -16.01800
2645 6.97356 -25.75710
2646 -7.15059 -19.19606
2647 -0.09657 -16.16525
2648 5.32830 -24.87190
2652 5.22024 -18.61801
2653 4.51762 -27.99894
2746 1.75736 -6.78352
2750 7.22713 -2.27411
2752 1.74327 -17.24784
2753 -2.31618 6.40766
2754 -5.10764 -18.99013
2756 7.51131 -23.25315
2757 11.19568 -1.65553
2759 0.90122 10.31720
2760 10.30524 -2.08824
2761 -1.26411 -17.37858
2764 1.64978 9.84629
2765 -11.16280 -24.85163
2766 -2.17037 -25.16367
2767 -5.46885 1.97250
2926 1.55557 -7.97766
